KillDeathRatio,HeadshotKillRatio,WinRatio,Top10Ratio
2.14,0.18,9.32,32.9
0.83,0.28,0.76,17.4
1.31,0.18,0.0,3.3
3.0,0.24,8.46,19.2
1.09,0.21,3.38,24.3
1.11,0.25,0.62,12.9
0.87,0.28,1.74,9.6
1.38,0.16,3.85,16.2
1.18,0.24,0.52,5.8
1.5,0.2,2.68,14.3
0.91,0.16,0.93,4.6
0.96,0.27,0.26,6.7
1.17,0.12,2.35,12.9
1.23,0.22,2.2,10.1
1.05,0.31,1.08,10.8
1.59,0.17,4.42,15.9
0.82,0.25,1.82,17.6
0.95,0.17,1.78,17.2
0.86,0.18,0.0,14.3
0.8,0.22,0.0,12.4
1.2,0.22,1.64,13.9
0.96,0.18,0.82,9.6
0.98,0.21,1.98,11.9
0.95,0.22,1.23,12.9
1.97,0.25,3.19,11.0
1.74,0.26,2.3,9.2
1.35,0.21,1.14,8.0
2.53,0.21,20.83,68.8
0.99,0.18,0.0,8.2
2.2,0.31,4.19,13.2
1.21,0.21,1.09,9.8
1.15,0.24,1.96,9.2
1.02,0.2,1.73,15.0
0.92,0.23,0.43,6.9
1.78,0.19,2.89,21.4
1.16,0.2,0.0,9.8
1.32,0.2,1.23,16.0
1.21,0.26,1.1,8.8
1.23,0.18,0.0,6.9
1.21,0.16,0.0,8.7
1.29,0.21,1.27,21.3
1.46,0.14,1.01,12.8
1.41,0.37,2.25,9.0
0.84,0.16,1.46,13.2
0.52,0.23,0.0,6.5
1.41,0.2,3.51,27.5
1.28,0.18,1.71,9.7
1.77,0.22,2.46,7.4
1.71,0.22,4.26,13.3
1.42,0.13,1.45,9.4
2.08,0.2,9.52,23.8
1.09,0.19,2.27,9.1
1.27,0.2,2.01,14.1
2.77,0.2,11.83,34.3
1.06,0.18,5.32,21.3
1.14,0.14,1.06,14.9
0.88,0.22,0.45,6.8
0.97,0.35,0.0,8.0
0.69,0.19,0.0,8.1
0.7,0.22,1.42,13.7
0.9,0.2,1.52,25.0
0.97,0.2,0.38,3.4
1.95,0.19,3.45,21.3
0.81,0.18,1.04,17.7
1.12,0.15,0.89,9.8
2.15,0.3,5.83,28.9
1.13,0.25,3.19,14.9
1.12,0.21,2.8,18.7
0.95,0.15,0.88,7.0
1.38,0.2,1.38,8.3
1.32,0.11,0.82,16.4
0.87,0.11,0.0,7.7
2.49,0.28,7.41,13.6
1.43,0.31,1.45,6.5
1.29,0.21,0.56,11.8
1.28,0.17,5.88,24.4
2.9,0.34,6.12,13.3
1.6,0.22,4.02,17.8
1.64,0.15,0.52,12.5
1.13,0.17,1.92,18.6
1.2,0.32,0.56,9.0
1.07,0.13,1.57,8.1
1.71,0.17,0.85,10.2
0.81,0.16,0.0,8.3
3.62,0.25,11.35,39.5
0.9,0.15,1.19,22.6
1.51,0.19,2.5,15.0
1.06,0.19,0.56,7.3
1.62,0.21,3.4,18.4
0.67,0.2,0.93,6.8
0.86,0.19,0.0,11.3
0.83,0.16,0.94,26.4
1.15,0.23,1.72,19.5
0.63,0.16,0.0,9.7
1.11,0.24,0.93,13.9
1.96,0.23,1.57,15.0
1.24,0.19,0.38,9.5
1.62,0.18,2.01,11.4
3.89,0.2,9.68,25.8
1.37,0.27,1.9,29.5
1.26,0.24,3.16,10.0
1.1,0.24,2.13,17.0
1.67,0.16,2.22,14.4
1.33,0.14,1.42,11.6
0.67,0.1,0.62,23.1
1.38,0.29,1.22,12.8
0.87,0.2,0.0,8.7
0.97,0.15,1.31,14.4
0.89,0.16,1.8,20.7
1.31,0.18,0.72,9.4
2.32,0.3,5.9,22.1
1.12,0.22,0.0,6.0
0.86,0.11,0.0,9.1
1.02,0.22,0.35,6.4
0.81,0.17,1.8,19.8
1.22,0.22,7.22,37.1
1.62,0.19,3.78,18.1
1.03,0.24,2.38,17.5
1.76,0.21,2.17,11.3
2.02,0.22,5.61,34.6
0.85,0.18,1.11,16.4
0.85,0.22,0.0,9.3
1.96,0.24,10.53,31.6
0.82,0.16,0.0,7.4
1.61,0.32,2.06,10.3
1.05,0.18,1.48,14.8
1.4,0.26,1.26,14.3
1.02,0.26,1.61,8.1
1.4,0.21,2.02,13.1
1.16,0.26,4.26,14.9
1.58,0.19,2.08,14.5
1.1,0.24,0.0,10.1
1.25,0.24,2.02,7.1
0.65,0.24,0.59,6.5
0.67,0.19,0.71,12.5
0.81,0.23,1.66,9.6
0.67,0.2,0.0,10.3
1.38,0.21,3.0,15.0
0.99,0.19,0.88,10.5
1.31,0.23,2.48,9.9
1.88,0.24,1.36,10.5
1.39,0.18,1.16,10.5
2.71,0.21,7.06,17.6
1.89,0.25,1.9,17.1
1.59,0.28,2.8,13.1
1.86,0.18,1.12,22.5
0.91,0.24,0.77,8.1
1.45,0.26,1.87,11.2
1.26,0.15,1.45,15.2
1.2,0.26,1.02,13.3
1.5,0.27,1.83,18.3
0.71,0.13,0.75,15.7
1.15,0.26,2.07,5.7
1.14,0.27,3.5,26.6
1.8,0.25,2.7,16.2
0.89,0.21,3.39,13.6
0.99,0.18,0.0,15.1
1.71,0.16,2.07,12.9
1.15,0.26,2.96,11.9
2.42,0.24,9.84,38.3
0.98,0.19,1.78,13.6
0.74,0.16,0.0,7.8
1.15,0.27,0.0,9.9
0.59,0.18,1.04,16.7
0.65,0.18,1.6,11.2
0.87,0.15,0.0,12.0
1.33,0.21,1.56,21.9
0.73,0.33,0.0,7.9
2.23,0.21,6.45,18.3
1.29,0.24,1.5,10.0
0.96,0.26,0.53,6.6
0.94,0.18,2.8,10.3
2.88,0.23,8.84,34.9
1.4,0.29,0.0,8.3
0.8,0.22,1.75,8.8
1.3,0.18,1.57,19.9
1.23,0.21,1.14,8.0
0.64,0.21,0.4,7.6
1.16,0.17,1.71,10.3
0.69,0.19,1.03,13.8
1.0,0.15,3.72,30.7
2.13,0.25,0.59,7.1
1.42,0.2,1.61,10.0
1.85,0.24,6.4,20.7
1.17,0.2,0.0,4.2
2.7,0.2,5.38,23.1
1.31,0.17,0.81,13.7
0.96,0.34,0.0,8.2
1.82,0.23,6.86,36.3
1.75,0.22,2.8,15.6
1.11,0.25,2.92,11.7
0.52,0.28,0.61,10.7
1.03,0.15,0.47,7.4
1.19,0.19,0.94,9.9
0.79,0.23,1.2,8.4
1.02,0.19,0.0,15.5
1.1,0.3,1.45,8.0
1.46,0.23,3.07,7.4
1.03,0.16,0.51,17.3
0.87,0.13,2.31,19.2
1.12,0.16,0.0,13.5
1.98,0.2,5.71,17.1
1.08,0.21,1.04,11.4
1.01,0.23,0.96,9.6
1.16,0.22,1.72,8.6
0.81,0.19,0.58,12.8
0.91,0.22,1.1,6.6
0.52,0.19,0.0,5.1
1.98,0.26,3.9,13.7
0.54,0.15,0.9,11.7
0.85,0.17,2.02,25.3
1.14,0.25,0.78,12.5
1.28,0.22,4.58,19.1
0.96,0.19,1.34,16.8
2.82,0.21,10.87,40.6
0.84,0.18,2.52,10.9
1.39,0.31,0.0,12.5
0.86,0.15,1.77,10.6
1.54,0.32,5.26,15.1
0.61,0.15,0.76,6.9
1.38,0.17,3.2,24.0
0.96,0.18,0.54,8.2
0.64,0.36,2.15,15.1
1.96,0.19,2.58,14.8
1.0,0.19,0.93,15.4
0.84,0.32,2.38,15.5
2.36,0.23,7.27,15.5
3.03,0.27,5.85,15.2
0.8,0.12,0.79,15.9
1.06,0.18,0.69,13.2
1.2,0.26,3.45,13.8
1.95,0.24,2.46,13.9
1.12,0.18,1.95,8.2
1.32,0.25,2.56,12.8
1.49,0.14,1.83,7.9
2.64,0.34,4.02,7.5
1.28,0.3,2.55,12.8
0.87,0.25,2.88,10.6
1.02,0.22,2.38,21.4
1.91,0.18,2.22,11.9
1.25,0.17,0.79,15.4
0.99,0.15,0.43,11.5
1.01,0.2,1.22,9.8
1.6,0.14,5.49,31.9
0.94,0.14,0.88,10.6
1.27,0.2,2.47,14.8
1.95,0.19,3.16,18.9
1.75,0.34,3.08,14.6
0.94,0.14,0.81,6.5
1.62,0.19,3.36,20.1
1.58,0.22,1.12,7.9
0.33,0.11,0.4,10.0
1.13,0.22,2.6,9.1
0.6,0.23,2.38,45.2
0.91,0.19,1.59,11.8
1.14,0.21,0.49,14.1
1.3,0.26,0.0,11.5
1.35,0.16,2.04,17.0
1.71,0.17,6.42,20.2
0.87,0.24,0.0,6.9
1.34,0.15,1.23,13.6
1.39,0.14,2.86,10.0
1.64,0.26,0.88,10.6
1.05,0.17,2.47,14.8
1.22,0.16,4.5,25.2
1.67,0.26,1.6,17.6
1.65,0.28,2.47,19.8
0.95,0.21,0.0,12.5
1.69,0.2,6.47,19.4
1.09,0.19,1.68,19.3
2.35,0.22,5.41,15.3
1.27,0.26,1.39,30.6
1.42,0.25,1.67,8.3
3.31,0.44,11.11,24.2
1.43,0.28,2.47,14.8
1.44,0.19,2.21,19.9
1.54,0.18,2.2,9.9
1.46,0.2,0.82,5.7
3.42,0.29,12.87,23.8
0.84,0.17,0.84,10.9
1.54,0.26,3.83,18.3
1.16,0.21,0.75,16.4
1.26,0.19,4.69,19.5
1.01,0.19,4.55,45.8
0.83,0.18,1.04,14.6
0.94,0.14,0.74,8.4
0.5,0.17,0.0,8.1
4.05,0.26,21.95,56.1
0.98,0.16,0.75,9.7
1.18,0.17,1.94,17.4
1.18,0.21,0.0,13.2
2.05,0.22,8.05,31.0
2.33,0.23,1.65,9.2
0.94,0.21,0.96,16.3
0.97,0.15,0.58,12.3
1.32,0.26,3.33,13.3
0.54,0.17,0.34,9.9
1.99,0.22,5.62,11.2
1.94,0.24,8.75,37.8
1.78,0.18,4.6,26.4
1.96,0.12,10.1,16.2
1.28,0.16,3.45,19.4
0.69,0.14,2.74,37.0
0.72,0.23,1.42,16.3
1.33,0.21,1.22,16.2
1.32,0.31,2.22,15.6
0.97,0.15,3.8,20.3
0.81,0.17,1.12,14.6
0.76,0.21,0.64,7.0
1.44,0.2,1.36,6.8
1.74,0.21,3.53,11.8
1.26,0.16,3.31,24.3
2.5,0.21,6.71,18.9
1.56,0.26,3.11,14.7
1.35,0.2,1.65,13.2
0.95,0.21,0.0,10.6
0.92,0.19,0.88,9.6
0.54,0.19,1.27,23.6
1.89,0.26,2.3,16.1
2.05,0.23,3.12,18.8
1.55,0.31,1.74,9.9
0.95,0.13,0.0,20.9
1.2,0.19,5.95,21.4
0.58,0.22,0.55,9.4
1.39,0.19,0.78,10.5
1.27,0.19,1.65,8.7
1.71,0.15,0.0,6.6
1.63,0.28,0.49,15.0
0.72,0.15,0.71,17.0
1.3,0.24,0.99,11.9
1.01,0.21,1.25,12.5
1.37,0.26,0.9,5.4
1.14,0.21,2.3,16.1
0.9,0.25,0.74,9.6
1.89,0.17,5.88,20.0
1.11,0.37,1.0,14.0
2.21,0.24,3.33,10.7
1.24,0.33,1.42,9.9
1.97,0.23,2.69,14.3
1.1,0.15,0.95,25.7
1.48,0.3,2.25,7.9
1.52,0.25,4.17,23.6
1.41,0.13,2.27,13.6
1.42,0.15,8.13,21.1
1.41,0.22,3.37,30.3
0.83,0.1,1.39,11.1
1.58,0.25,1.92,17.3
2.31,0.24,3.35,12.8
1.28,0.16,2.54,13.6
0.65,0.2,1.04,7.3
2.34,0.29,5.26,32.5
1.34,0.21,1.53,12.8
0.95,0.2,1.5,12.8
1.19,0.13,0.0,17.0
2.53,0.29,5.21,16.7
1.42,0.27,2.17,18.5
0.51,0.14,0.18,9.0
1.85,0.26,4.53,17.7
2.65,0.27,7.26,24.0
1.44,0.22,2.21,20.6
1.24,0.24,1.1,12.1
1.53,0.27,3.66,15.9
0.95,0.18,0.0,8.2
2.09,0.16,9.26,48.1
2.12,0.2,4.58,28.1
0.68,0.21,0.45,8.1
0.99,0.24,2.1,4.2
0.83,0.21,1.09,12.0
2.32,0.22,6.41,18.9
1.86,0.3,3.03,15.2
1.23,0.28,0.0,6.5
0.77,0.15,2.27,18.2
1.62,0.22,2.67,16.0
1.06,0.13,1.11,17.8
1.09,0.18,0.89,5.8
0.89,0.26,2.02,14.8
1.39,0.21,1.12,20.2
0.89,0.13,4.0,25.6
1.16,0.09,2.44,13.4
1.28,0.25,3.45,11.2
0.99,0.24,1.62,18.8
0.87,0.14,2.7,12.6
1.23,0.13,3.03,18.2
0.95,0.16,0.3,9.9
1.01,0.18,2.41,10.8
1.07,0.21,0.66,13.2
1.32,0.19,1.7,13.1
2.73,0.24,18.33,49.2
2.36,0.22,2.16,14.0
1.24,0.3,2.88,11.5
1.61,0.21,5.36,24.1
1.38,0.16,4.22,24.1
2.91,0.19,8.24,24.7
1.29,0.31,0.99,11.9
1.38,0.14,2.08,10.4
2.0,0.25,2.68,16.8
1.92,0.19,4.49,10.1
1.69,0.22,14.46,38.6
1.19,0.27,0.88,7.9
0.81,0.17,0.0,11.1
1.59,0.27,2.87,7.2
0.45,0.17,0.54,23.8
1.0,0.17,0.61,11.6
1.09,0.19,0.61,8.0
1.26,0.24,1.2,12.0
1.21,0.16,3.61,24.1
3.72,0.49,7.69,17.7
0.89,0.14,0.88,11.4
2.38,0.27,9.2,41.4
1.03,0.25,2.01,15.4
1.11,0.15,0.93,7.9
1.99,0.29,4.05,17.6
1.42,0.18,2.33,17.4
1.12,0.2,2.46,17.2
0.89,0.17,0.66,7.3
1.11,0.23,0.0,16.7
1.2,0.26,1.09,8.7
1.83,0.39,0.0,8.6
2.39,0.19,2.78,21.3
1.54,0.21,5.56,20.6
1.29,0.19,1.81,7.9
0.9,0.15,0.46,17.0
2.15,0.29,2.75,11.0
1.16,0.2,2.38,11.9
0.76,0.19,0.59,6.5
1.04,0.07,2.06,23.7
1.16,0.19,4.6,18.4
2.4,0.2,17.43,59.6
1.06,0.21,1.25,18.8
2.4,0.27,5.49,14.3
1.51,0.16,1.11,18.9
0.76,0.2,0.44,5.7
1.99,0.22,2.92,10.9
0.91,0.27,2.0,13.0
1.55,0.28,0.0,10.0
1.37,0.21,1.65,13.2
0.73,0.14,0.32,7.6
1.6,0.2,1.75,25.4
2.05,0.33,4.23,19.0
0.92,0.17,1.27,7.6
1.34,0.18,0.68,14.3
2.49,0.27,5.22,19.1
1.61,0.19,0.97,11.7
1.52,0.19,9.28,39.2
2.43,0.23,5.19,17.0
0.82,0.24,1.78,12.4
0.74,0.15,0.0,14.5
1.83,0.22,3.59,16.2
0.63,0.14,0.72,18.8
1.65,0.28,2.41,8.4
0.55,0.25,0.0,18.1
0.69,0.09,2.03,15.2
1.96,0.19,5.0,21.0
1.0,0.23,3.67,16.5
2.05,0.19,3.03,9.6
1.53,0.2,3.16,13.7
0.61,0.19,0.0,6.5
0.88,0.1,0.0,10.6
0.96,0.14,2.96,8.1
2.57,0.19,6.1,17.1
2.7,0.3,3.97,7.3
1.13,0.16,0.79,3.2
1.56,0.19,3.41,15.2
0.54,0.19,0.67,18.0
1.79,0.29,4.08,14.3
0.72,0.15,0.33,9.2
1.24,0.24,2.11,10.5
1.81,0.14,10.0,36.7
0.89,0.31,0.88,12.4
1.82,0.24,2.53,10.8
1.52,0.21,1.9,10.1
0.62,0.09,1.08,9.7
1.38,0.25,3.21,19.2
0.86,0.16,1.91,17.2
1.09,0.23,1.86,13.0
1.21,0.2,1.85,8.1
1.34,0.15,2.96,16.3
1.38,0.25,3.66,11.0
1.21,0.16,2.0,8.0
2.6,0.21,2.38,17.9
1.44,0.33,2.15,18.3
1.76,0.2,4.05,19.6
1.61,0.21,2.06,9.3
1.57,0.22,3.69,11.1
1.5,0.19,2.47,13.0
1.54,0.32,3.51,24.6
0.48,0.18,0.0,6.9
0.93,0.33,0.0,4.5
1.42,0.2,1.48,8.4
1.07,0.16,1.77,8.8
1.51,0.18,2.75,17.1
0.67,0.17,0.65,7.8
1.19,0.32,5.76,30.2
1.15,0.19,1.57,10.5
0.99,0.3,1.73,16.8
2.06,0.16,2.2,25.3
1.33,0.2,2.06,16.5
1.7,0.27,3.73,11.2
1.98,0.29,3.49,21.0
0.95,0.2,2.23,16.8
1.95,0.25,7.83,29.6
0.81,0.18,1.11,10.0
1.01,0.24,0.51,9.7
1.49,0.29,2.17,13.0
0.84,0.17,0.0,13.0
1.38,0.25,1.02,13.3
2.24,0.25,2.86,16.0
1.4,0.23,2.21,14.4
0.98,0.19,1.92,17.3
1.2,0.19,3.59,11.3
1.0,0.26,2.75,19.3
0.97,0.23,0.72,13.0
2.7,0.28,2.44,11.0
1.25,0.26,10.24,18.1
1.83,0.21,8.11,27.0
1.47,0.3,0.93,14.5
0.96,0.16,0.0,15.5
0.66,0.14,0.0,17.7
0.73,0.11,0.0,9.4
1.21,0.3,0.0,7.5
1.72,0.18,6.48,31.2
2.08,0.25,2.73,10.9
0.9,0.17,0.67,5.0
0.91,0.22,1.25,10.6
0.71,0.13,1.17,9.4
0.83,0.12,1.08,17.2
0.95,0.11,0.0,8.8
1.19,0.21,1.28,12.2
1.07,0.22,0.93,5.6
1.24,0.23,0.71,12.9
0.52,0.18,0.0,11.6
0.87,0.15,3.05,19.8
1.24,0.17,1.05,7.4
1.41,0.25,1.75,9.6
1.38,0.37,0.96,9.6
0.89,0.19,1.03,12.8
2.59,0.22,5.61,29.0
1.27,0.32,0.86,12.9
1.7,0.2,6.25,28.1
0.83,0.21,3.57,20.2
2.56,0.25,1.22,19.5
0.97,0.18,0.76,13.7
2.25,0.13,4.3,22.6
0.67,0.14,0.51,15.9
1.81,0.25,1.13,9.1
3.29,0.33,6.91,18.5
1.9,0.22,3.49,12.1
0.93,0.17,2.16,18.0
1.04,0.25,2.19,13.1
0.85,0.2,1.92,10.5
4.87,0.76,6.52,9.8
0.66,0.2,2.34,16.4
1.26,0.21,1.89,15.1
1.17,0.31,1.59,9.5
0.96,0.16,1.09,16.3
1.06,0.25,0.0,11.5
0.94,0.12,1.1,11.0
2.51,0.31,14.53,52.1
2.03,0.23,3.8,12.7
0.58,0.15,0.85,12.7
1.26,0.13,2.54,23.4
1.15,0.29,0.86,8.6
1.68,0.29,4.23,15.9
0.78,0.16,0.0,11.4
1.54,0.26,2.41,13.3
0.82,0.21,2.19,18.6
0.72,0.25,2.19,10.9
1.03,0.24,0.55,5.5
1.64,0.21,2.58,12.3
2.14,0.23,5.16,18.1
2.19,0.23,4.04,25.8
1.3,0.19,3.28,16.4
0.82,0.09,0.0,8.8
0.56,0.19,0.0,14.5
1.07,0.29,2.9,15.5
1.27,0.3,0.49,2.0
1.38,0.25,1.05,10.8
1.22,0.2,3.09,11.7
1.2,0.26,1.94,13.6
0.69,0.16,0.0,8.3
0.71,0.35,0.72,2.9
1.02,0.18,1.48,11.9
1.4,0.23,1.03,12.4
1.16,0.15,0.84,17.6
1.7,0.33,4.72,9.4
0.69,0.18,0.91,8.2
1.01,0.21,0.0,9.2
2.01,0.2,4.72,31.5
1.16,0.2,0.0,10.2
0.63,0.23,1.68,24.4
2.78,0.25,6.54,17.8
0.56,0.24,0.68,17.6
0.78,0.2,0.63,8.2
1.06,0.23,1.9,18.1
1.52,0.18,3.08,13.8
1.06,0.33,0.64,12.2
0.78,0.29,0.92,7.7
1.47,0.2,1.42,13.5
0.98,0.15,0.0,7.5
1.07,0.17,2.73,7.3
1.97,0.22,5.56,21.0
0.76,0.25,1.41,13.4
1.35,0.34,1.12,7.9
1.9,0.27,3.23,14.5
1.52,0.31,3.26,13.0
1.67,0.29,6.67,16.7
1.2,0.19,2.44,12.2
0.89,0.17,0.8,11.2
1.07,0.18,1.63,13.0
0.9,0.23,0.61,9.1
0.91,0.14,3.39,22.0
0.98,0.13,0.0,17.2
1.03,0.2,1.4,15.4
1.79,0.19,0.84,7.2
0.78,0.18,3.0,16.0
0.9,0.15,0.0,5.6
0.84,0.25,3.23,22.6
0.95,0.21,1.43,10.7
2.85,0.19,9.38,26.1
0.9,0.22,0.0,7.0
0.83,0.17,0.72,10.1
1.17,0.17,2.83,11.3
0.98,0.2,3.2,22.4
1.29,0.26,0.95,7.6
0.86,0.14,0.0,4.2
2.59,0.17,14.29,54.6
0.68,0.12,0.0,19.0
0.97,0.16,0.0,13.0
0.78,0.08,0.0,13.0
0.73,0.11,8.33,50.0
1.37,0.24,1.16,8.7
0.8,0.18,0.0,16.5
1.27,0.19,3.41,22.7
1.14,0.14,0.68,14.3
1.05,0.26,1.76,14.5
0.99,0.17,0.0,7.9
1.24,0.22,2.46,14.8
0.97,0.21,0.59,3.5
1.52,0.15,2.68,13.4
1.14,0.22,1.35,8.1
0.91,0.19,0.89,12.5
1.39,0.21,0.96,12.0
0.87,0.28,1.45,6.7
1.59,0.26,2.27,11.4
1.34,0.22,6.56,19.7
2.21,0.2,3.6,10.8
1.45,0.24,1.5,11.6
0.86,0.17,1.12,12.4
1.59,0.29,3.09,21.6
0.76,0.21,2.86,10.0
0.77,0.12,0.7,9.2
1.43,0.16,1.43,5.2
1.5,0.15,3.23,16.1
0.88,0.14,0.81,10.6
0.9,0.17,0.91,20.0
1.15,0.22,3.68,16.3
0.83,0.21,0.0,12.7
2.05,0.22,6.36,26.4
1.0,0.22,0.68,28.6
2.24,0.21,5.93,19.5
1.27,0.25,2.74,12.0
0.93,0.25,0.6,6.3
3.81,0.23,11.24,27.2
1.38,0.13,2.44,14.6
0.99,0.18,1.1,14.3
1.88,0.19,4.79,15.8
1.88,0.28,2.08,20.8
1.11,0.08,1.0,12.0
0.92,0.22,0.66,10.2
0.91,0.24,1.21,13.3
0.82,0.19,0.56,16.1
1.1,0.21,1.88,8.1
0.79,0.22,0.0,12.5
1.41,0.22,2.44,8.9
1.63,0.21,2.41,18.1
1.5,0.2,1.8,16.2
1.31,0.23,5.59,16.8
0.58,0.27,0.7,8.0
0.59,0.23,0.0,12.8
3.9,0.23,6.31,11.8
1.49,0.19,3.7,20.7
0.32,0.09,0.0,7.5
0.92,0.26,1.92,10.9
0.66,0.12,1.79,14.3
1.39,0.15,3.57,22.0
1.16,0.21,0.85,7.6
1.06,0.17,0.99,5.9
1.77,0.21,4.35,28.3
1.17,0.27,0.42,8.9
3.87,0.23,10.48,27.6
1.45,0.24,1.16,12.8
0.69,0.1,0.82,13.9
1.52,0.31,0.79,10.3
1.91,0.18,5.45,21.8
1.22,0.21,2.17,15.2
0.79,0.2,0.0,5.3
0.46,0.31,0.0,14.9
1.49,0.23,1.95,9.3
1.38,0.25,6.59,24.2
1.45,0.22,0.95,12.4
1.17,0.22,1.31,6.5
1.01,0.19,0.0,14.4
0.78,0.22,0.0,8.5
1.53,0.19,3.57,33.3
1.59,0.21,2.8,19.6
0.46,0.21,0.87,11.3
0.86,0.11,0.63,10.0
1.86,0.21,0.5,4.5
1.33,0.29,4.08,22.4
1.41,0.14,2.99,23.4
1.58,0.23,4.21,15.4
1.99,0.16,6.02,42.8
1.7,0.23,2.94,10.8
1.58,0.33,0.0,13.2
1.19,0.16,3.57,16.7
1.42,0.19,1.5,18.8
1.81,0.17,3.57,15.5
0.79,0.21,0.0,12.9
7.09,0.69,13.83,19.1
1.02,0.26,1.16,15.1
1.01,0.36,1.82,20.0
1.54,0.18,2.48,19.0
1.42,0.22,5.0,25.0
1.1,0.3,2.2,16.5
0.74,0.29,1.11,6.9
1.47,0.14,4.62,25.4
1.73,0.26,1.74,13.0
2.51,0.22,11.7,29.8
1.77,0.24,2.8,20.6
1.21,0.17,4.04,12.1
0.8,0.22,0.74,14.1
1.05,0.24,0.0,6.2
1.59,0.17,3.23,21.5
0.81,0.17,0.0,8.9
1.34,0.17,2.15,15.0
1.86,0.21,3.07,6.7
1.47,0.2,1.12,14.6
1.5,0.18,0.0,14.0
3.82,0.24,14.13,32.6
0.82,0.13,1.18,16.5
0.95,0.22,2.59,12.9
1.2,0.18,0.81,12.7
1.67,0.24,3.5,20.3
1.16,0.16,2.75,11.9
0.62,0.2,0.53,11.8
1.48,0.23,0.42,6.1
0.77,0.21,0.0,7.8
1.06,0.22,0.67,13.4
0.75,0.23,0.82,18.0
1.2,0.21,1.19,9.9
1.01,0.09,1.33,10.7
1.08,0.19,3.65,9.5
1.8,0.19,0.9,8.4
1.33,0.2,1.85,15.7
1.45,0.33,3.45,10.3
0.6,0.14,0.38,7.5
0.9,0.15,1.4,12.6
0.98,0.14,0.0,15.9
0.75,0.25,2.33,15.7
1.06,0.3,0.0,8.0
1.24,0.19,0.67,12.8
1.1,0.23,2.19,13.9
0.97,0.23,0.87,8.7
1.17,0.24,2.09,12.0
0.92,0.14,1.77,13.1
0.95,0.19,0.0,20.6
0.39,0.2,0.0,5.4
1.15,0.13,1.37,4.8
1.27,0.19,4.38,19.0
1.15,0.19,1.46,8.5
2.49,0.27,5.0,16.4
1.96,0.24,3.97,21.2
1.49,0.25,2.25,19.1
0.93,0.22,2.38,13.5
1.29,0.21,2.17,13.0
1.24,0.25,0.64,11.5
0.88,0.27,2.11,18.3
1.15,0.16,0.6,9.0
1.07,0.2,0.89,8.9
0.86,0.26,1.01,7.1
1.92,0.26,6.1,22.0
1.68,0.23,0.0,6.9
0.87,0.12,0.54,8.2
0.66,0.12,1.1,17.6
2.21,0.26,8.81,20.3
0.86,0.21,0.0,9.0
1.29,0.26,2.86,12.4
0.77,0.09,2.75,11.9
3.57,0.32,13.85,33.8
1.05,0.12,0.0,18.8
1.05,0.08,3.41,13.1
0.7,0.18,0.79,10.3
3.16,0.31,11.11,27.3
0.73,0.13,0.87,20.0
0.69,0.21,1.02,24.5
1.79,0.17,4.71,35.3
1.29,0.25,2.08,13.9
1.03,0.2,0.0,6.1
0.97,0.14,3.7,11.7
1.6,0.2,2.67,26.7
1.22,0.31,1.69,11.0
1.14,0.1,0.89,16.1
1.49,0.18,0.81,11.4
0.65,0.25,0.9,10.4
1.32,0.2,1.89,13.2
1.25,0.14,5.66,34.0
0.98,0.18,5.56,12.7
2.77,0.29,8.62,21.6
0.99,0.22,0.0,7.8
0.62,0.2,1.08,10.8
0.88,0.27,0.71,12.8
1.11,0.21,1.29,10.6
0.99,0.2,1.09,8.8
0.65,0.15,0.34,7.1
1.48,0.28,4.9,30.4
1.42,0.19,2.68,20.8
0.83,0.13,1.05,8.9
1.0,0.23,1.18,20.0
1.07,0.19,1.1,12.1
1.77,0.21,2.3,20.1
1.68,0.27,4.71,22.4
1.18,0.25,1.67,10.0
0.84,0.24,0.0,11.2
4.49,0.3,11.4,26.3
1.06,0.2,3.33,14.2
0.76,0.15,0.65,9.5
0.94,0.19,2.44,15.9
0.65,0.14,0.55,15.4
1.3,0.21,1.77,9.7
1.78,0.25,1.94,4.9
0.92,0.24,0.0,7.1
1.3,0.23,2.63,19.1
1.94,0.24,7.87,22.0
0.88,0.19,0.48,4.3
0.79,0.13,1.02,6.5
0.91,0.15,0.0,8.7
0.78,0.21,0.38,6.0
1.65,0.23,1.76,16.5
1.02,0.14,5.61,42.1
1.97,0.23,2.8,16.4
2.1,0.23,3.53,14.1
0.5,0.18,0.39,6.2
1.5,0.18,1.63,8.2
0.99,0.18,1.16,15.1
1.25,0.28,1.74,11.0
0.76,0.07,0.9,18.9
0.97,0.11,0.95,19.0
0.64,0.22,0.0,8.5
1.32,0.14,2.89,13.3
0.78,0.16,0.76,6.9
0.95,0.23,0.94,5.2
0.92,0.21,0.46,8.3
0.55,0.19,1.23,16.0
1.12,0.17,1.73,10.0
0.94,0.27,0.0,11.4
2.79,0.21,10.13,27.3
1.11,0.24,1.15,6.9
0.69,0.2,2.02,11.7
1.4,0.23,0.77,6.2
0.85,0.1,0.72,11.5
1.17,0.22,2.67,16.0
0.81,0.21,1.22,11.0
0.88,0.32,2.02,9.1
1.07,0.22,0.0,14.9
1.23,0.16,0.73,15.3
1.67,0.16,1.18,9.4
0.76,0.17,1.12,6.1
0.88,0.25,3.88,12.6
0.72,0.21,0.92,18.3
1.54,0.31,4.49,15.7
0.78,0.2,1.21,7.9
1.9,0.23,3.36,7.6
